item_id,upc,item_desc,product_key,pos_desc,department_code,department_name,category_code,category_name,brand,vendor,unit_price,unit_cost,cost_source,margin_pct,food_stamp,wic,season,popularity,observed_units_per_day,demand_source
00200000001220,200000001220,MELON PREMIUM PK,MELON PREMIUM,MELON PREMIUM PK,11,Produce,111,FRUIT,Cherna Gora,Junction Foods,1.06,0.644,synthetic,39.2,Y,Y,summer,1.812e-06,,synthetic
00200000001221,200000001221,DILL PK,DILL,DILL PK,11,Produce,114,HERBS,,Ironwood Supply,2.51,1.3085,synthetic,47.9,Y,N,spring,8.123e-07,,synthetic
00200000001222,200000001222,BLUEBERRY TRADITIONAL 1 LB,BLUEBERRY TRADITIONAL,BLUEBERRY TRADITIONAL ,11,Produce,113,BERRIES,,Dockside Seafood Co,2.99,1.6155,synthetic,46.0,Y,Y,fall,8.019e-07,,synthetic
00200000001223,200000001223,APPLE FAMILY 100 G,APPLE FAMILY,APPLE FAMILY 100 G,11,Produce,111,FRUIT,,Lakeshore Dairy Co,1.16,0.7155,synthetic,38.3,Y,Y,fall,8.43e-07,,synthetic
00200000001224,200000001224,PARSLEY FARMHOUSE 400 G,PARSLEY FARMHOUSE,PARSLEY FARMHOUSE 400 ,11,Produce,114,HERBS,,,2.75,1.5007,synthetic,45.4,Y,N,spring,7.966e-07,,synthetic
00200000001225,200000001225,FIG GARDEN PK,FIG GARDEN,FIG GARDEN PK,11,Produce,111,FRUIT,Dunav,Anchor Foods Import,7.8,4.7627,synthetic,38.9,Y,Y,summer,5.274e-07,,synthetic
00200000001226,200000001226,POTATO 400 G,POTATO,POTATO 400 G,11,Produce,112,VEGETABLES,Morozko,Keystone Grocers Supply,5.88,4.1062,synthetic,30.2,Y,Y,flat,2.03308e-05,,synthetic
00200000001227,200000001227,APRICOT TRADITIONAL EA,APRICOT TRADITIONAL,APRICOT TRADITIONAL EA,11,Produce,111,FRUIT,Yarilo,,2.49,1.553,synthetic,37.6,Y,Y,summer,1.6035e-06,,synthetic
00200000001228,200000001228,FIG EA,FIG,FIG EA,11,Produce,111,FRUIT,Vesna,Belmont Provisions,4.99,3.436,synthetic,31.1,Y,Y,summer,7.745e-07,,synthetic
00200000001229,200000001229,PARSLEY EA,PARSLEY,PARSLEY EA,11,Produce,114,HERBS,Dvina,Harbor Point Foods,3.16,1.8718,synthetic,40.8,Y,N,holiday,8.339e-07,,synthetic
00200000001230,200000001230,SORREL 400 G,SORREL,SORREL 400 G,11,Produce,114,HERBS,Havlicek,,2.27,1.3936,synthetic,38.6,Y,N,spring,6.91e-07,,synthetic
00200000001231,200000001231,PEAR 6 PK,PEAR,PEAR 6 PK,11,Produce,111,FRUIT,,Belmont Provisions,1.98,1.1213,synthetic,43.4,Y,Y,summer,8.5615e-06,,synthetic
00200000001232,200000001232,DILL 12 PK,DILL,DILL 12 PK,11,Produce,114,HERBS,Cherna Gora,Anchor Foods Import,3.37,1.9319,synthetic,42.7,Y,N,spring,1.8587e-06,,synthetic
00200000001233,200000001233,DILL CLASSIC EA,DILL CLASSIC,DILL CLASSIC EA,11,Produce,114,HERBS,,Eastgate Distributors,1.3,0.7209,synthetic,44.5,Y,N,spring,1.00301e-05,,synthetic
00200000001234,200000001234,LINGONBERRY 16 OZ,LINGONBERRY,LINGONBERRY 16 OZ,11,Produce,113,BERRIES,,,6.63,3.8953,synthetic,41.2,Y,Y,summer,1.2293e-06,,synthetic
00200000001235,200000001235,BLUEBERRY CLASSIC 1 LB,BLUEBERRY CLASSIC,BLUEBERRY CLASSIC 1 LB,11,Produce,113,BERRIES,,Anchor Foods Import,5.66,3.8033,synthetic,32.8,Y,Y,summer,1.4458e-06,,synthetic
00200000001236,200000001236,CABBAGE 100 G,CABBAGE,CABBAGE 100 G,11,Produce,112,VEGETABLES,Lastochka,,3.0,2.0406,synthetic,32.0,Y,Y,flat,6.722e-07,,synthetic
00200000001237,200000001237,CHERRY VILLAGE 400 G,CHERRY VILLAGE,CHERRY VILLAGE 400 G,11,Produce,111,FRUIT,,Ironwood Supply,1.57,0.8219,synthetic,47.6,Y,Y,spring,1.5552e-06,,synthetic
00200000001238,200000001238,BASIL VILLAGE EA,BASIL VILLAGE,BASIL VILLAGE EA,11,Produce,114,HERBS,,,2.33,1.3828,synthetic,40.7,Y,N,fall,3.00919e-05,,synthetic
00200000001239,200000001239,SORREL SELECT PK,SORREL SELECT,SORREL SELECT PK,11,Produce,114,HERBS,,Junction Foods,3.97,2.3564,synthetic,40.6,Y,N,spring,1.7885e-05,,synthetic
00200000001240,200000001240,PARSLEY PK,PARSLEY,PARSLEY PK,11,Produce,114,HERBS,Cherna Gora,Keystone Grocers Supply,1.61,0.9384,synthetic,41.7,Y,N,spring,1.4496e-06,,synthetic
00200000001241,200000001241,CILANTRO 250 G,CILANTRO,CILANTRO 250 G,11,Produce,114,HERBS,,Eastgate Distributors,1.41,0.8719,synthetic,38.2,Y,N,winter,4.147e-06,,synthetic
00200000001242,200000001242,BLUEBERRY 1 KG,BLUEBERRY,BLUEBERRY 1 KG,11,Produce,113,BERRIES,,Fairline Produce,4.16,2.8484,synthetic,31.5,Y,Y,holiday,9.529e-07,,synthetic
00200000001243,200000001243,LINGONBERRY FARMHOUSE 400 G,LINGONBERRY FARMHOUSE,LINGONBERRY FARMHOUSE ,11,Produce,113,BERRIES,Lastochka,Meridian Import Group,7.89,5.1162,synthetic,35.2,Y,Y,holiday,3.4821e-06,,synthetic
00200000001244,200000001244,LINGONBERRY 16 OZ,LINGONBERRY,LINGONBERRY 16 OZ,11,Produce,113,BERRIES,Sever,Lakeshore Dairy Co,4.94,2.8088,synthetic,43.1,Y,Y,summer,2.5246e-06,,synthetic
00200000001245,200000001245,CARROT SELECT BUNCH,CARROT SELECT,CARROT SELECT BUNCH,11,Produce,112,VEGETABLES,Cedar Hollow,Harbor Point Foods,0.8,0.4831,synthetic,39.6,Y,Y,flat,7.611e-07,,synthetic
00200000001246,200000001246,QUINCE GARDEN EA,QUINCE GARDEN,QUINCE GARDEN EA,11,Produce,111,FRUIT,,Continental Wholesale,0.99,0.6334,synthetic,36.0,Y,Y,winter,1.23976e-05,,synthetic
00200000001247,200000001247,CUCUMBER CLASSIC EA,CUCUMBER CLASSIC,CUCUMBER CLASSIC EA,11,Produce,112,VEGETABLES,,Eastgate Distributors,3.05,2.0068,synthetic,34.2,Y,Y,flat,5.8488e-06,,synthetic
00200000001248,200000001248,PEACH PK,PEACH,PEACH PK,11,Produce,111,FRUIT,Nevsky,Lakeshore Dairy Co,2.36,1.6326,synthetic,30.8,Y,Y,summer,1.39956e-05,,synthetic
00200000001249,200000001249,POMEGRANATE BUNCH,POMEGRANATE,POMEGRANATE BUNCH,11,Produce,111,FRUIT,,Continental Wholesale,2.86,1.5215,synthetic,46.8,Y,Y,summer,1.4985e-06,,synthetic
00200000001250,200000001250,CUCUMBER 250 G,CUCUMBER,CUCUMBER 250 G,11,Produce,112,VEGETABLES,Morozko,,0.8,0.4882,synthetic,39.0,Y,Y,flat,2.5772e-06,,synthetic
00200000001251,200000001251,CUCUMBER ORIGINAL 100 G,CUCUMBER ORIGINAL,CUCUMBER ORIGINAL 100 ,11,Produce,112,VEGETABLES,Tulip Farms,Harbor Point Foods,2.14,1.4162,synthetic,33.8,Y,Y,flat,5.6279e-06,,synthetic
00200000001252,200000001252,SORREL FARMHOUSE PK,SORREL FARMHOUSE,SORREL FARMHOUSE PK,11,Produce,114,HERBS,Uralsk,Granary Trading,2.29,1.4036,synthetic,38.7,Y,N,summer,1.5791e-06,,synthetic
00200000001253,200000001253,PARSLEY FARMHOUSE 400 G,PARSLEY FARMHOUSE,PARSLEY FARMHOUSE 400 ,11,Produce,114,HERBS,Cedar Hollow,Granary Trading,2.86,1.5452,synthetic,46.0,Y,N,fall,2.12395e-05,,synthetic
00200000001254,200000001254,RADISH 100 G,RADISH,RADISH 100 G,11,Produce,112,VEGETABLES,Orlik,Keystone Grocers Supply,0.81,0.5486,synthetic,32.3,Y,Y,winter,1.32251e-05,,synthetic
00200000001255,200000001255,PLUM 12 PK,PLUM,PLUM 12 PK,11,Produce,111,FRUIT,,Junction Foods,3.36,1.8183,synthetic,45.9,Y,Y,summer,5.583e-07,,synthetic
00200000001256,200000001256,CABBAGE TRADITIONAL 100 G,CABBAGE TRADITIONAL,CABBAGE TRADITIONAL 10,11,Produce,112,VEGETABLES,,,1.37,0.8863,synthetic,35.3,Y,Y,flat,4.2483e-06,,synthetic
00200000001257,200000001257,RADISH FARMHOUSE 200 G,RADISH FARMHOUSE,RADISH FARMHOUSE 200 G,11,Produce,112,VEGETABLES,Jantar,Eastgate Distributors,1.78,1.2414,synthetic,30.3,Y,Y,summer,8.475e-07,,synthetic
00200000001258,200000001258,CILANTRO 200 G,CILANTRO,CILANTRO 200 G,11,Produce,114,HERBS,Golden Steppe,Meridian Import Group,2.27,1.3569,synthetic,40.2,Y,N,spring,9.85e-07,,synthetic
00200000001259,200000001259,SCALLION 6 PK,SCALLION,SCALLION 6 PK,11,Produce,114,HERBS,Cedar Hollow,Granary Trading,1.92,1.2893,synthetic,32.8,Y,N,holiday,1.6044e-06,,synthetic
00200000001260,200000001260,SCALLION VILLAGE EA,SCALLION VILLAGE,SCALLION VILLAGE EA,11,Produce,114,HERBS,,,2.57,1.3425,synthetic,47.8,Y,N,spring,9.435e-07,,synthetic
00200000001261,200000001261,POTATO 400 G,POTATO,POTATO 400 G,11,Produce,112,VEGETABLES,,Lakeshore Dairy Co,1.42,0.8874,synthetic,37.5,Y,Y,flat,1.65282e-05,,synthetic
00200000001262,200000001262,LINGONBERRY 2 LB,LINGONBERRY,LINGONBERRY 2 LB,11,Produce,113,BERRIES,,,3.04,1.8762,synthetic,38.3,Y,Y,summer,1.37309e-05,,synthetic
00200000001263,200000001263,ONION 100 G,ONION,ONION 100 G,11,Produce,112,VEGETABLES,Kolos,Northfield Bakery Supply,0.88,0.5083,synthetic,42.2,Y,Y,summer,4.3989e-06,,synthetic
00200000001264,200000001264,CUCUMBER SELECT 6 PK,CUCUMBER SELECT,CUCUMBER SELECT 6 PK,11,Produce,112,VEGETABLES,,,1.18,0.6928,synthetic,41.3,Y,Y,flat,1.1289e-06,,synthetic
00200000001265,200000001265,QUINCE FARMHOUSE EA,QUINCE FARMHOUSE,QUINCE FARMHOUSE EA,11,Produce,111,FRUIT,Cherna Gora,,7.55,3.9984,synthetic,47.0,Y,Y,summer,5.446e-07,,synthetic
00200000001266,200000001266,DILL EA,DILL,DILL EA,11,Produce,114,HERBS,Alenka,Harbor Point Foods,1.29,0.8483,synthetic,34.2,Y,N,summer,0.0008061196,,synthetic
00200000001267,200000001267,CILANTRO TRADITIONAL 12 PK,CILANTRO TRADITIONAL,CILANTRO TRADITIONAL 1,11,Produce,114,HERBS,,,1.98,1.1876,synthetic,40.0,Y,N,spring,1.49575e-05,,synthetic
00200000001268,200000001268,POTATO ORIGINAL BUNCH,POTATO ORIGINAL,POTATO ORIGINAL BUNCH,11,Produce,112,VEGETABLES,,Northfield Bakery Supply,3.84,2.5587,synthetic,33.4,Y,Y,flat,1.03695e-05,,synthetic
00200000001269,200000001269,PEPPER 12 PK,PEPPER,PEPPER 12 PK,11,Produce,112,VEGETABLES,Radost,Eastgate Distributors,5.99,3.711,synthetic,38.0,Y,Y,flat,3.5598e-06,,synthetic
00200000001270,200000001270,LINGONBERRY 400 G,LINGONBERRY,LINGONBERRY 400 G,11,Produce,113,BERRIES,,Eastgate Distributors,8.19,5.3594,synthetic,34.6,Y,Y,summer,3.3891e-06,,synthetic
00200000001271,200000001271,PLUM 100 G,PLUM,PLUM 100 G,11,Produce,111,FRUIT,,Keystone Grocers Supply,2.84,1.8661,synthetic,34.3,Y,Y,summer,1.5005e-06,,synthetic
00200000001272,200000001272,QUINCE TRADITIONAL 250 G,QUINCE TRADITIONAL,QUINCE TRADITIONAL 250,11,Produce,111,FRUIT,Cherna Gora,Belmont Provisions,7.66,5.232,synthetic,31.7,Y,Y,summer,1.6792e-06,,synthetic
00200000001273,200000001273,BLUEBERRY VILLAGE 12 OZ,BLUEBERRY VILLAGE,BLUEBERRY VILLAGE 12 O,11,Produce,113,BERRIES,,Junction Foods,3.86,2.2399,synthetic,42.0,Y,Y,summer,2.9258e-06,,synthetic
00200000001274,200000001274,APPLE GARDEN 100 G,APPLE GARDEN,APPLE GARDEN 100 G,11,Produce,111,FRUIT,,Ironwood Supply,2.37,1.4213,synthetic,40.0,Y,Y,summer,6.339e-07,,synthetic
00200000001275,200000001275,FIG PK,FIG,FIG PK,11,Produce,111,FRUIT,,Meridian Import Group,0.99,0.5448,synthetic,45.0,Y,Y,summer,0.0278589844,,synthetic
00200000001276,200000001276,BASIL 200 G,BASIL,BASIL 200 G,11,Produce,114,HERBS,,Meridian Import Group,1.92,1.0877,synthetic,43.3,Y,N,fall,1.3148e-06,,synthetic
00200000001277,200000001277,RADISH GARDEN PK,RADISH GARDEN,RADISH GARDEN PK,11,Produce,112,VEGETABLES,Sever,Dockside Seafood Co,1.95,1.2475,synthetic,36.0,Y,Y,flat,1.10052e-05,,synthetic
00200000001278,200000001278,BLACKBERRY 100 G,BLACKBERRY,BLACKBERRY 100 G,11,Produce,113,BERRIES,,Overland Foods,5.37,3.0791,synthetic,42.7,Y,Y,summer,5.58763e-05,,synthetic
00200000001279,200000001279,QUINCE CLASSIC 12 PK,QUINCE CLASSIC,QUINCE CLASSIC 12 PK,11,Produce,111,FRUIT,Uralsk,Anchor Foods Import,8.96,5.3329,synthetic,40.5,Y,Y,winter,6.778e-07,,synthetic
00200000001280,200000001280,POTATO 100 G,POTATO,POTATO 100 G,11,Produce,112,VEGETABLES,,,2.13,1.3989,synthetic,34.3,Y,Y,flat,8.87e-07,,synthetic
00200000001281,200000001281,PEAR PK,PEAR,PEAR PK,11,Produce,111,FRUIT,,Belmont Provisions,4.6,2.6677,synthetic,42.0,Y,Y,summer,6.4356e-06,,synthetic
00200000001282,200000001282,SCALLION PREMIUM 250 G,SCALLION PREMIUM,SCALLION PREMIUM 250 G,11,Produce,114,HERBS,Sever,,1.79,1.2016,synthetic,32.9,Y,N,flat,1.14975e-05,,synthetic
00200000001283,200000001283,RASPBERRY 400 G,RASPBERRY,RASPBERRY 400 G,11,Produce,113,BERRIES,Baltika Bay,Fairline Produce,3.59,2.0305,synthetic,43.4,Y,Y,summer,4.14056e-05,,synthetic
00200000001284,200000001284,TURNIP EA,TURNIP,TURNIP EA,11,Produce,112,VEGETABLES,Morozko,,4.62,2.6834,synthetic,41.9,Y,Y,flat,7.485e-07,,synthetic
00200000001285,200000001285,BASIL PK,BASIL,BASIL PK,11,Produce,114,HERBS,Yarilo,Fairline Produce,1.77,1.041,synthetic,41.2,Y,N,spring,1.6231e-06,,synthetic
00200000001286,200000001286,RASPBERRY 400 G,RASPBERRY,RASPBERRY 400 G,11,Produce,113,BERRIES,Vesna,Eastgate Distributors,8.94,4.9766,synthetic,44.3,Y,Y,summer,2.85999e-05,,synthetic
00200000001287,200000001287,STRAWBERRY 400 G,STRAWBERRY,STRAWBERRY 400 G,11,Produce,113,BERRIES,,,3.0,1.9511,synthetic,35.0,Y,Y,summer,6.132e-07,,synthetic
00200000001288,200000001288,SQUASH FARMHOUSE PK,SQUASH FARMHOUSE,SQUASH FARMHOUSE PK,11,Produce,112,VEGETABLES,,,1.97,1.2849,synthetic,34.8,Y,Y,summer,6.258e-06,,synthetic
00200000001289,200000001289,TOMATO 400 G,TOMATO,TOMATO 400 G,11,Produce,112,VEGETABLES,,,3.91,2.4236,synthetic,38.0,Y,Y,flat,6.383e-07,,synthetic
00200000001290,200000001290,CURRANT TRADITIONAL 1 LB,CURRANT TRADITIONAL,CURRANT TRADITIONAL 1 ,11,Produce,113,BERRIES,,Keystone Grocers Supply,4.86,3.2707,synthetic,32.7,Y,Y,summer,1.46951e-05,,synthetic
00200000001291,200000001291,LINGONBERRY 1 LB,LINGONBERRY,LINGONBERRY 1 LB,11,Produce,113,BERRIES,Morozko,Fairline Produce,5.15,3.3521,synthetic,34.9,Y,Y,summer,2.5667e-06,,synthetic
00200000001292,200000001292,PARSLEY CLASSIC 12 PK,PARSLEY CLASSIC,PARSLEY CLASSIC 12 PK,11,Produce,114,HERBS,,Granary Trading,2.14,1.3375,synthetic,37.5,Y,N,fall,8.328e-07,,synthetic
00200000001293,200000001293,CURRANT 8 OZ,CURRANT,CURRANT 8 OZ,11,Produce,113,BERRIES,,Fairline Produce,5.37,2.8209,synthetic,47.5,Y,Y,summer,1.42534e-05,,synthetic
00200000001294,200000001294,BLACKBERRY 8 OZ,BLACKBERRY,BLACKBERRY 8 OZ,11,Produce,113,BERRIES,Elbrus,,3.43,1.8077,synthetic,47.3,Y,Y,summer,1.2736e-06,,synthetic
00200000001295,200000001295,CRANBERRY 200 G,CRANBERRY,CRANBERRY 200 G,11,Produce,113,BERRIES,,,5.61,3.2312,synthetic,42.4,Y,Y,summer,5.9442e-06,,synthetic
00200000001296,200000001296,CRANBERRY ORIGINAL 250 G,CRANBERRY ORIGINAL,CRANBERRY ORIGINAL 250,11,Produce,113,BERRIES,Ekran,Eastgate Distributors,3.93,2.6559,synthetic,32.4,Y,Y,summer,5.717e-07,,synthetic
00200000001297,200000001297,FIG SELECT PK,FIG SELECT,FIG SELECT PK,11,Produce,111,FRUIT,,Belmont Provisions,1.43,0.8341,synthetic,41.7,Y,Y,flat,1.0721e-06,,synthetic
00200000001298,200000001298,GOOSEBERRY 6 OZ,GOOSEBERRY,GOOSEBERRY 6 OZ,11,Produce,113,BERRIES,Ekran,Ironwood Supply,3.35,1.9354,synthetic,42.2,Y,Y,summer,5.685e-07,,synthetic
00200000001299,200000001299,BLUEBERRY SELECT 1 KG,BLUEBERRY SELECT,BLUEBERRY SELECT 1 KG,11,Produce,113,BERRIES,Vesna,Continental Wholesale,5.72,3.8103,synthetic,33.4,Y,Y,summer,6.9678e-06,,synthetic
00200000001300,200000001300,TURNIP 400 G,TURNIP,TURNIP 400 G,11,Produce,112,VEGETABLES,Dunav,,0.86,0.4906,synthetic,43.0,Y,Y,flat,0.050174913,,synthetic
00200000001301,200000001301,QUINCE SELECT 200 G,QUINCE SELECT,QUINCE SELECT 200 G,11,Produce,111,FRUIT,,Keystone Grocers Supply,7.45,4.9461,synthetic,33.6,Y,Y,summer,1.0719e-06,,synthetic
00200000001302,200000001302,CILANTRO 100 G,CILANTRO,CILANTRO 100 G,11,Produce,114,HERBS,Podolsk,,1.35,0.7943,synthetic,41.2,Y,N,spring,4.1993e-06,,synthetic
00200000001303,200000001303,RADISH SELECT EA,RADISH SELECT,RADISH SELECT EA,11,Produce,112,VEGETABLES,Alenka,Meridian Import Group,4.06,2.582,synthetic,36.4,Y,Y,flat,1.9288e-06,,synthetic
00200000001304,200000001304,SCALLION HOMESTYLE 200 G,SCALLION HOMESTYLE,SCALLION HOMESTYLE 200,11,Produce,114,HERBS,,Continental Wholesale,1.73,1.1084,synthetic,35.9,Y,N,spring,1.1209e-06,,synthetic
00200000001305,200000001305,RASPBERRY 400 G,RASPBERRY,RASPBERRY 400 G,11,Produce,113,BERRIES,,Belmont Provisions,2.99,1.8268,synthetic,38.9,Y,Y,summer,5.722e-07,,synthetic
00200000001306,200000001306,CILANTRO 6 PK,CILANTRO,CILANTRO 6 PK,11,Produce,114,HERBS,,Fairline Produce,2.07,1.2416,synthetic,40.0,Y,N,spring,6.46545e-05,,synthetic
00200000001307,200000001307,APPLE HOMESTYLE 12 PK,APPLE HOMESTYLE,APPLE HOMESTYLE 12 PK,11,Produce,111,FRUIT,,Meridian Import Group,2.32,1.398,synthetic,39.7,Y,Y,flat,7.3025e-06,,synthetic
00200000001308,200000001308,STRAWBERRY SELECT 16 OZ,STRAWBERRY SELECT,STRAWBERRY SELECT 16 O,11,Produce,113,BERRIES,Nevsky,Junction Foods,7.07,4.5889,synthetic,35.1,Y,Y,summer,5.131e-07,,synthetic
00200000001309,200000001309,SQUASH EA,SQUASH,SQUASH EA,11,Produce,112,VEGETABLES,Kolos,Harbor Point Foods,0.95,0.5383,synthetic,43.3,Y,Y,flat,2.7686e-06,,synthetic
00200000001310,200000001310,BEET BUNCH,BEET,BEET BUNCH,11,Produce,112,VEGETABLES,Morozko,,4.5,3.0648,synthetic,31.9,Y,Y,spring,7.2152e-06,,synthetic
00200000001311,200000001311,DILL BUNCH,DILL,DILL BUNCH,11,Produce,114,HERBS,Jantar,Keystone Grocers Supply,2.36,1.4715,synthetic,37.6,Y,N,spring,1.3954e-06,,synthetic
00200000001312,200000001312,CURRANT 250 G,CURRANT,CURRANT 250 G,11,Produce,113,BERRIES,Lastochka,Fairline Produce,4.68,3.0091,synthetic,35.7,Y,Y,summer,1.2123e-06,,synthetic
00200000001313,200000001313,POTATO 12 PK,POTATO,POTATO 12 PK,11,Produce,112,VEGETABLES,Jantar,Granary Trading,3.46,2.2569,synthetic,34.8,Y,Y,flat,5.6245e-06,,synthetic
00200000001314,200000001314,TOMATO FAMILY 12 PK,TOMATO FAMILY,TOMATO FAMILY 12 PK,11,Produce,112,VEGETABLES,,Continental Wholesale,5.07,2.9386,synthetic,42.0,Y,Y,flat,1.4731e-06,,synthetic
00200000001315,200000001315,CUCUMBER FARMHOUSE 12 PK,CUCUMBER FARMHOUSE,CUCUMBER FARMHOUSE 12 ,11,Produce,112,VEGETABLES,,Granary Trading,1.0,0.6574,synthetic,34.3,Y,Y,flat,1.0714e-06,,synthetic
00200000001316,200000001316,RASPBERRY TRADITIONAL 8 OZ,RASPBERRY TRADITIONAL,RASPBERRY TRADITIONAL ,11,Produce,113,BERRIES,,Continental Wholesale,4.4,2.5682,synthetic,41.6,Y,Y,summer,1.1244e-06,,synthetic
00200000001317,200000001317,POMEGRANATE HOMESTYLE 6 PK,POMEGRANATE HOMESTYLE,POMEGRANATE HOMESTYLE ,11,Produce,111,FRUIT,Lastochka,,4.85,3.2469,synthetic,33.1,Y,Y,summer,5.47e-07,,synthetic
00200000001318,200000001318,BASIL BUNCH,BASIL,BASIL BUNCH,11,Produce,114,HERBS,Dvina,Ironwood Supply,2.13,1.3572,synthetic,36.3,Y,N,holiday,2.3692e-06,,synthetic
00200000001319,200000001319,STRAWBERRY 2 LB,STRAWBERRY,STRAWBERRY 2 LB,11,Produce,113,BERRIES,,,3.47,2.3347,synthetic,32.7,Y,Y,summer,2.5255e-06,,synthetic
00200000001320,200000001320,CARROT PK,CARROT,CARROT PK,11,Produce,112,VEGETABLES,Dunav,Belmont Provisions,4.88,2.5829,synthetic,47.1,Y,Y,flat,1.0447e-06,,synthetic
00200000001321,200000001321,MELON 12 PK,MELON,MELON 12 PK,11,Produce,111,FRUIT,Kolos,,2.82,1.9334,synthetic,31.4,Y,Y,winter,3.7625e-06,,synthetic
00200000001322,200000001322,POTATO EA,POTATO,POTATO EA,11,Produce,112,VEGETABLES,Fjordline,,2.06,1.1707,synthetic,43.2,Y,Y,flat,7.061e-07,,synthetic
00200000001323,200000001323,PEACH PREMIUM 250 G,PEACH PREMIUM,PEACH PREMIUM 250 G,11,Produce,111,FRUIT,,Northfield Bakery Supply,1.07,0.6138,synthetic,42.6,Y,Y,summer,7.539e-07,,synthetic
00200000001324,200000001324,GOOSEBERRY TRADITIONAL 6 OZ,GOOSEBERRY TRADITIONAL,GOOSEBERRY TRADITIONAL,11,Produce,113,BERRIES,Radost,,5.47,2.8873,synthetic,47.2,Y,Y,summer,2.2827e-06,,synthetic
00200000001325,200000001325,POTATO TRADITIONAL 250 G,POTATO TRADITIONAL,POTATO TRADITIONAL 250,11,Produce,112,VEGETABLES,Dunav,,1.46,0.9476,synthetic,35.1,Y,Y,flat,9.9523e-06,,synthetic
00200000001326,200000001326,FIG FAMILY 12 PK,FIG FAMILY,FIG FAMILY 12 PK,11,Produce,111,FRUIT,,Overland Foods,1.14,0.623,synthetic,45.3,Y,Y,summer,2.1167e-06,,synthetic
00200000001327,200000001327,CILANTRO 6 PK,CILANTRO,CILANTRO 6 PK,11,Produce,114,HERBS,,Anchor Foods Import,1.29,0.7844,synthetic,39.2,Y,N,spring,1.4789e-06,,synthetic
00200000001328,200000001328,BASIL TRADITIONAL PK,BASIL TRADITIONAL,BASIL TRADITIONAL PK,11,Produce,114,HERBS,Yarilo,,1.39,0.8794,synthetic,36.7,Y,N,winter,2.1507e-05,,synthetic
00200000001329,200000001329,GOOSEBERRY ORIGINAL 1 LB,GOOSEBERRY ORIGINAL,GOOSEBERRY ORIGINAL 1 ,11,Produce,113,BERRIES,,Overland Foods,8.92,4.9817,synthetic,44.2,Y,Y,summer,0.000136541,,synthetic
00200000001330,200000001330,SORREL ORIGINAL 100 G,SORREL ORIGINAL,SORREL ORIGINAL 100 G,11,Produce,114,HERBS,Lastochka,Keystone Grocers Supply,1.6,0.9544,synthetic,40.4,Y,N,spring,2.13874e-05,,synthetic
00200000001331,200000001331,CURRANT HOMESTYLE 500 G,CURRANT HOMESTYLE,CURRANT HOMESTYLE 500 ,11,Produce,113,BERRIES,,Junction Foods,8.27,5.012,synthetic,39.4,Y,Y,summer,1.0955e-06,,synthetic
00200000001332,200000001332,POTATO FAMILY 6 PK,POTATO FAMILY,POTATO FAMILY 6 PK,11,Produce,112,VEGETABLES,,Anchor Foods Import,1.12,0.7211,synthetic,35.6,Y,Y,fall,1.0006e-06,,synthetic
00200000001333,200000001333,LINGONBERRY 400 G,LINGONBERRY,LINGONBERRY 400 G,11,Produce,113,BERRIES,Cedar Hollow,Lakeshore Dairy Co,5.61,3.053,synthetic,45.6,Y,Y,holiday,7.493e-07,,synthetic
00200000001334,200000001334,SQUASH 12 PK,SQUASH,SQUASH 12 PK,11,Produce,112,VEGETABLES,Amber Field,Northfield Bakery Supply,3.2,1.6687,synthetic,47.9,Y,Y,flat,5.568e-07,,synthetic
00200000001335,200000001335,TURNIP FARMHOUSE EA,TURNIP FARMHOUSE,TURNIP FARMHOUSE EA,11,Produce,112,VEGETABLES,Dunav,Overland Foods,4.97,3.212,synthetic,35.4,Y,Y,fall,2.1119e-06,,synthetic
00200000001336,200000001336,PARSLEY PREMIUM 200 G,PARSLEY PREMIUM,PARSLEY PREMIUM 200 G,11,Produce,114,HERBS,Vesna,Continental Wholesale,1.6,1.0841,synthetic,32.2,Y,N,summer,0.0008882308,,synthetic
00200000001337,200000001337,LINGONBERRY 1 LB,LINGONBERRY,LINGONBERRY 1 LB,11,Produce,113,BERRIES,Vesna,Meridian Import Group,3.27,2.0213,synthetic,38.2,Y,Y,summer,2.80828e-05,,synthetic
00200000001338,200000001338,CRANBERRY FAMILY 16 OZ,CRANBERRY FAMILY,CRANBERRY FAMILY 16 OZ,11,Produce,113,BERRIES,,,4.43,3.0834,synthetic,30.4,Y,Y,summer,7.298e-07,,synthetic
00200000001339,200000001339,CRANBERRY TRADITIONAL 400 G,CRANBERRY TRADITIONAL,CRANBERRY TRADITIONAL ,11,Produce,113,BERRIES,,,2.99,1.8928,synthetic,36.7,Y,Y,summer,1.5912e-06,,synthetic
00200000001340,200000001340,APPLE CLASSIC 100 G,APPLE CLASSIC,APPLE CLASSIC 100 G,11,Produce,111,FRUIT,Jantar,Anchor Foods Import,0.99,0.6658,synthetic,32.8,Y,Y,spring,8.188e-07,,synthetic
00200000001341,200000001341,ONION 250 G,ONION,ONION 250 G,11,Produce,112,VEGETABLES,,,6.06,3.2364,synthetic,46.6,Y,Y,summer,1.1056e-06,,synthetic
00200000001342,200000001342,POTATO 12 PK,POTATO,POTATO 12 PK,11,Produce,112,VEGETABLES,Sever,Belmont Provisions,1.25,0.7475,synthetic,40.2,Y,Y,flat,4.4379e-06,,synthetic
